time,node_id,x,P(Pa),P(MPa),v,T(C),visc(cSt),rho
100.500000,7,7142.857143,4571031.671001,4.571032,0.933121,39.968082,31.434913,835.236402
100.500000,8,8163.265306,4509760.431448,4.509760,0.933121,39.975212,31.434913,835.194475
100.500000,9,9183.673469,4448493.202657,4.448493,0.933121,39.971345,31.434913,835.160188
100.500000,10,10204.081633,4387227.593343,4.387228,0.933122,39.972467,31.434913,835.122440
100.500000,11,11224.489796,4325965.596843,4.325966,0.933122,39.973616,31.434913,835.084676
100.500000,12,12244.897959,4264705.573028,4.264706,0.933122,39.970610,31.434913,835.049800
100.500000,13,13265.306122,4203448.844447,4.203449,0.933122,39.975095,31.434913,835.009728
100.500000,14,14285.714286,4142194.368550,4.142194,0.933122,39.969458,31.434913,834.976684
100.500000,15,15306.122449,4080942.939061,4.080943,0.933122,39.975950,31.434913,834.935225
100.500000,16,16326.530612,4019693.981051,4.019694,0.933122,39.968855,31.434913,834.903200
100.500000,17,17346.938776,3958447.878751,3.958448,0.933122,39.976324,31.434913,834.861070
100.500000,18,18367.346939,3897204.415213,3.897204,0.933122,39.968669,31.434913,834.829439
100.500000,19,19387.755102,3835963.664715,3.835964,0.933122,39.976337,31.434913,834.787178
100.500000,20,20408.163265,3774725.676650,3.774726,0.933122,39.968794,31.434913,834.755476
100.500000,21,21428.571429,3713490.298000,3.713490,0.933122,39.976088,31.434913,834.713481
100.500000,22,22448.979592,3652257.768820,3.652258,0.933122,39.969137,31.434913,834.681374
100.500000,23,23469.387755,3591027.777045,3.591028,0.933122,39.975658,31.434913,834.639923
100.500000,24,24489.795918,3529800.691782,3.529801,0.933122,39.969627,31.434913,834.607184
100.500000,25,25510.204082,3468576.097884,3.468576,0.933122,39.975114,31.434913,834.566457
100.500000,26,26530.612245,3407354.443945,3.407354,0.933122,39.970204,31.434913,834.532947
100.500000,27,27551.020408,3346135.256703,3.346135,0.933122,39.974507,31.434913,834.493048
100.500000,28,28571.428571,3284919.024405,3.284919,0.933123,39.970820,31.434913,834.458695
100.500000,29,29591.836735,3223705.250741,3.223705,0.933123,39.973880,31.434913,834.419665
100.500000,30,30612.244898,3162494.432026,3.162494,0.933123,39.971439,31.434913,834.384454
100.500000,31,31632.653061,3101286.075938,3.101286,0.933123,39.973265,31.434913,834.346287
100.500000,32,32653.061224,3040080.662874,3.040081,0.933123,39.972034,31.434913,834.310244
100.500000,33,33673.469388,2978877.725206,2.978878,0.933123,39.972686,31.434913,834.272897
100.500000,34,34693.877551,2917677.710017,2.917678,0.933123,39.972583,31.434913,834.236078
100.500000,35,35714.285714,2856480.189702,2.856480,0.933123,39.972161,31.434913,834.199483
100.500000,36,36734.693878,2795285.565983,2.795286,0.933123,39.973072,31.434913,834.161967
100.500000,37,37755.102041,2734093.461935,2.734093,0.933123,39.971700,31.434913,834.126037
100.500000,38,38775.510204,2672904.226020,2.672904,0.933123,39.973492,31.434913,834.087917
100.500000,39,39795.918367,2611717.538388,2.611718,0.933123,39.971312,31.434913,834.052554
100.500000,40,40816.326531,2550533.689382,2.550534,0.933123,39.973838,31.434913,834.013931
100.500000,41,41836.734694,2489352.419067,2.489352,0.933123,39.970998,31.434913,833.979032
100.500000,42,42857.142857,2428173.957517,2.428174,0.933123,39.974109,31.434913,833.940011
100.500000,43,43877.551020,2366998.105110,2.366998,0.933123,39.970760,31.434913,833.905471
100.500000,44,44897.959184,2305825.031974,2.305825,0.933123,39.974305,31.434913,833.866155
100.500000,45,45918.367347,2244654.597340,2.244655,0.933123,39.970595,31.434913,833.831872
100.500000,46,46938.775510,2183486.913571,2.183487,0.933123,39.974430,31.434913,833.792363
100.500000,47,47959.183673,2122321.895822,2.122322,0.933123,39.970500,31.434913,833.758238
100.500000,48,48979.591837,2061159.602282,2.061160,0.933124,39.974487,31.434913,833.718629
100.500000,49,50000.000000,2000000.000000,2.000000,0.933124,39.970468,31.434913,833.684572
105.500000,0,0.000000,5000000.000000,5.000000,0.933114,40.000000,31.434913,835.473157
105.500000,1,1020.408163,4938712.504324,4.938713,0.933114,39.947542,31.434913,835.472591
105.500000,2,2040.816327,4877423.846939,4.877424,0.933114,39.990283,31.434913,835.405912
105.500000,3,3061.224490,4816141.300079,4.816141,0.933114,39.956049,31.434913,835.392695
105.500000,4,4081.632653,4754858.510056,4.754859,0.933114,39.982864,31.434913,835.337084
105.500000,5,5102.040816,4693580.997150,4.693581,0.933114,39.962473,31.434913,835.314258
105.500000,6,6122.448980,4632303.993333,4.632304,0.933114,39.977328,31.434913,835.266961
105.500000,7,7142.857143,4571031.586969,4.571032,0.933114,39.967199,31.434913,835.237015
105.500000,8,8163.265306,4509760.299864,4.509760,0.933114,39.973320,31.434913,835.195789
105.500000,9,9183.673469,4448493.061628,4.448493,0.933114,39.970553,31.434913,835.160737
105.500000,10,10204.081633,4387227.432023,4.387227,0.933114,39.970540,31.434913,835.123777
105.500000,11,11224.489796,4325965.413787,4.325965,0.933114,39.972813,31.434913,835.085233
105.500000,12,12244.897959,4264705.391240,4.264705,0.933114,39.968731,31.434913,835.051104
105.500000,13,13265.306122,4203448.636098,4.203449,0.933114,39.974213,31.434913,835.010339
105.500000,14,14285.714286,4142194.177651,4.142194,0.933114,39.967680,31.434913,834.977917
105.500000,15,15306.122449,4080942.721090,4.080943,0.933114,39.974949,31.434913,834.935919
105.500000,16,16326.530612,4019693.790477,4.019694,0.933114,39.967208,31.434913,834.904342
105.500000,17,17346.938776,3958447.661560,3.958448,0.933114,39.975185,31.434913,834.861860
105.500000,18,18367.346939,3897204.228441,3.897204,0.933114,39.967165,31.434913,834.830482
105.500000,19,19387.755102,3835963.450861,3.835963,0.933114,39.975055,31.434913,834.788068
105.500000,20,20408.163265,3774725.490478,3.774725,0.933114,39.967430,31.434913,834.756422
105.500000,21,21428.571429,3713490.084152,3.713490,0.933114,39.974670,31.434913,834.714465
105.500000,22,22448.979592,3652257.577587,3.652258,0.933114,39.967903,31.434913,834.682230
105.500000,23,23469.387755,3591027.559941,3.591028,0.933114,39.974119,31.434913,834.640991
105.500000,24,24489.795918,3529800.493196,3.529800,0.933114,39.968504,31.434913,834.607963
105.500000,25,25510.204082,3468575.878377,3.468576,0.933114,39.973473,31.434913,834.567596
105.500000,26,26530.612245,3407354.239658,3.407354,0.933114,39.969171,31.434913,834.533663
105.500000,27,27551.020408,3346135.036876,3.346135,0.933114,39.972788,31.434913,834.494240
105.500000,28,28571.428571,3284918.814734,3.284919,0.933114,39.969853,31.434913,834.459365
105.500000,29,29591.836735,3223705.028733,3.223705,0.933115,39.972106,31.434913,834.420895
105.500000,30,30612.244898,3162494.213011,3.162494,0.933115,39.970515,31.434913,834.385095
105.500000,31,31632.653061,3101285.846665,3.101286,0.933115,39.971460,31.434913,834.347539
105.500000,32,32653.061224,3040080.430274,3.040080,0.933115,39.971129,31.434913,834.310871
105.500000,33,33673.469388,2978877.486309,2.978877,0.933115,39.970872,31.434913,834.274155
105.500000,34,34693.877551,2917677.465167,2.917677,0.933115,39.971677,31.434913,834.236706
105.500000,35,35714.285714,2856479.945847,2.856480,0.933115,39.970358,31.434913,834.200733
105.500000,36,36734.693878,2795285.317613,2.795285,0.933115,39.972145,31.434913,834.162610
105.500000,37,37755.102041,2734093.224174,2.734093,0.933115,39.969926,31.434913,834.127267
105.500000,38,38775.510204,2672903.987537,2.672904,0.933115,39.972529,31.434913,834.088585
105.500000,39,39795.918367,2611717.320219,2.611717,0.933115,39.969581,31.434913,834.053754
105.500000,40,40816.326531,2550533.474535,2.550533,0.933115,39.972825,31.434913,834.014634
105.500000,41,41836.734694,2489352.232564,2.489352,0.933115,39.969323,31.434913,833.980193
105.500000,42,42857.142857,2428173.777443,2.428174,0.933115,39.973035,31.434913,833.940756
105.500000,43,43877.551020,2366997.959107,2.366998,0.933115,39.969150,31.434913,833.906587
105.500000,44,44897.959184,2305824.894395,2.305825,0.933115,39.973163,31.434913,833.866947
105.500000,45,45918.367347,2244654.497466,2.244654,0.933115,39.969055,31.434913,833.832939
105.500000,46,46938.775510,2183486.823343,2.183487,0.933115,39.973214,31.434913,833.793205
105.500000,47,47959.183673,2122321.845260,2.122322,0.933115,39.969034,31.434913,833.759254
105.500000,48,48979.591837,2061159.562070,2.061160,0.933115,39.973197,31.434913,833.719523
105.500000,49,50000.000000,2000000.000000,2.000000,0.933115,39.969077,31.434913,833.685537
110.500000,0,0.000000,5000000.000000,5.000000,0.933106,40.000000,31.434913,835.473157
110.500000,1,1020.408163,4938712.681931,4.938713,0.933106,39.945319,31.434913,835.474135
110.500000,2,2040.816327,4877423.849164,4.877424,0.933106,39.989397,31.434913,835.406528
110.500000,3,3061.224490,4816141.410889,4.816141,0.933106,39.954538,31.434913,835.393744
110.500000,4,4081.632653,4754858.506513,4.754859,0.933106,39.981416,31.434913,835.338089
110.500000,5,5102.040816,4693581.050665,4.693581,0.933106,39.961393,31.434913,835.315008
110.500000,6,6122.448980,4632303.978423,4.632304,0.933106,39.975563,31.434913,835.268186
110.500000,7,7142.857143,4571031.591856,4.571032,0.933106,39.966339,31.434913,835.237612
110.500000,8,8163.265306,4509760.270070,4.509760,0.933106,39.971415,31.434913,835.197111
110.500000,9,9183.673469,4448493.025891,4.448493,0.933106,39.969765,31.434913,835.161285
110.500000,10,10204.081633,4387227.385737,4.387227,0.933106,39.968620,31.434913,835.125110
110.500000,11,11224.489796,4325965.345186,4.325965,0.933106,39.971993,31.434913,835.085802
110.500000,12,12244.897959,4264705.328904,4.264705,0.933106,39.966880,31.434913,835.052389
110.500000,13,13265.306122,4203448.542645,4.203449,0.933106,39.973296,31.434913,835.010976
110.500000,14,14285.714286,4142194.101780,4.142194,0.933106,39.965947,31.434913,834.979121
110.500000,15,15306.122449,4080942.611242,4.080943,0.933106,39.973899,31.434913,834.936648
110.500000,16,16326.530612,4019693.705500,4.019694,0.933106,39.965617,31.434913,834.905447
110.500000,17,17346.938776,3958447.544389,3.958448,0.933106,39.973986,31.434913,834.862692
110.500000,18,18367.346939,3897204.140596,3.897204,0.933106,39.965724,31.434913,834.831483
110.500000,19,19387.755102,3835963.335800,3.835963,0.933106,39.973709,31.434913,834.789002
110.500000,20,20408.163265,3774725.406350,3.774725,0.933106,39.966131,31.434913,834.757324
110.500000,21,21428.571429,3713489.978257,3.713490,0.933106,39.973188,31.434913,834.715493
110.500000,22,22448.979592,3652257.499773,3.652257,0.933106,39.966729,31.434913,834.683045
110.500000,23,23469.387755,3591027.463209,3.591027,0.933106,39.972522,31.434913,834.642099
110.500000,24,24489.795918,3529800.416451,3.529800,0.933106,39.967434,31.434913,834.608705
110.500000,25,25510.204082,3468575.782637,3.468576,0.933106,39.971784,31.434913,834.568767
110.500000,26,26530.612245,3407354.153224,3.407354,0.933106,39.968179,31.434913,834.534351
110.500000,27,27551.020408,3346134.931657,3.346135,0.933106,39.971033,31.434913,834.495457
110.500000,28,28571.428571,3284918.710158,3.284919,0.933106,39.968915,31.434913,834.460016
110.500000,29,29591.836735,3223704.909173,3.223705,0.933106,39.970312,31.434913,834.422140
110.500000,30,30612.244898,3162494.089863,3.162494,0.933106,39.969604,31.434913,834.385727
110.500000,31,31632.653061,3101285.715892,3.101286,0.933106,39.969650,31.434913,834.348794
110.500000,32,32653.061224,3040080.294881,3.040080,0.933106,39.970221,31.434913,834.311501
110.500000,33,33673.469388,2978877.351671,2.978877,0.933106,39.969070,31.434913,834.275405
110.500000,34,34693.877551,2917677.325804,2.917677,0.933106,39.970750,31.434913,834.237349
110.500000,35,35714.285714,2856479.814708,2.856480,0.933106,39.968583,31.434913,834.201964
110.500000,36,36734.693878,2795285.181660,2.795285,0.933106,39.971183,31.434913,834.163277
110.500000,37,37755.102041,2734093.102593,2.734093,0.933106,39.968195,31.434913,834.128467
110.500000,38,38775.510204,2672903.861091,2.672904,0.933106,39.971515,31.434913,834.089288
110.500000,39,39795.918367,2611717.212992,2.611717,0.933106,39.967908,31.434913,834.054914
110.500000,40,40816.326531,2550533.362440,2.550533,0.933106,39.971748,31.434913,834.015380
110.500000,41,41836.734694,2489352.143225,2.489352,0.933106,39.967717,31.434913,833.981307
110.500000,42,42857.142857,2428173.683318,2.428174,0.933106,39.971887,31.434913,833.941551
110.500000,43,43877.551020,2366997.890135,2.366998,0.933106,39.967617,31.434913,833.907650
110.500000,44,44897.959184,2305824.820950,2.305825,0.933106,39.971939,31.434913,833.867795
110.500000,45,45918.367347,2244654.450626,2.244654,0.933106,39.967599,31.434913,833.833948
110.500000,46,46938.775510,2183486.772583,2.183487,0.933106,39.971913,31.434913,833.794106
110.500000,47,47959.183673,2122321.821651,2.122322,0.933106,39.967655,31.434913,833.760209
110.500000,48,48979.591837,2061159.535233,2.061160,0.933106,39.971819,31.434913,833.720478
110.500000,49,50000.000000,2000000.000000,2.000000,0.933106,39.967774,31.434913,833.686440
115.500000,0,0.000000,5000000.000000,5.000000,0.933097,40.000000,31.434913,835.473157
115.500000,1,1020.408163,4938712.876359,4.938713,0.933097,39.943116,31.434913,835.475665
115.500000,2,2040.816327,4877423.872167,4.877424,0.933097,39.988478,31.434913,835.407166
115.500000,3,3061.224490,4816141.553171,4.816142,0.933097,39.953065,31.434913,835.394767
115.500000,4,4081.632653,4754858.542730,4.754859,0.933097,39.979931,31.434913,835.339121
115.500000,5,5102.040816,4693581.150563,4.693581,0.933097,39.960346,31.434913,835.315735
115.500000,6,6122.448980,4632304.020300,4.632304,0.933097,39.973770,31.434913,835.269431
115.500000,7,7142.857143,4571031.657553,4.571032,0.933097,39.965499,31.434913,835.238195
115.500000,8,8163.265306,4509760.311880,4.509760,0.933097,39.969501,31.434913,835.198440
115.500000,9,9183.673469,4448493.064013,4.448493,0.933097,39.968975,31.434913,835.161833
115.500000,10,10204.081633,4387227.422977,4.387227,0.933097,39.966711,31.434913,835.126435
115.500000,11,11224.489796,4325965.360868,4.325965,0.933097,39.971152,31.434913,835.086386
115.500000,12,12244.897959,4264705.358193,4.264705,0.933097,39.965058,31.434913,835.053653
115.500000,13,13265.306122,4203448.540167,4.203449,0.933097,39.972341,31.434913,835.011639
115.500000,14,14285.714286,4142194.121090,4.142194,0.933097,39.964259,31.434913,834.980292
115.500000,15,15306.122449,4080942.594288,4.080943,0.933097,39.972797,31.434913,834.937413
115.500000,16,16326.530612,4019693.713450,4.019694,0.933097,39.964082,31.434913,834.906512
115.500000,17,17346.938776,3958447.515149,3.958448,0.933097,39.972728,31.434913,834.863565
115.500000,18,18367.346939,3897204.135144,3.897204,0.933097,39.964343,31.434913,834.832441
115.500000,19,19387.755102,3835963.294474,3.835963,0.933097,39.972302,31.434913,834.789978
115.500000,20,20408.163265,3774725.385110,3.774725,0.933097,39.964891,31.434913,834.758184
115.500000,21,21428.571429,3713489.924875,3.713490,0.933097,39.971650,31.434913,834.716561
115.500000,22,22448.979592,3652257.462509,3.652257,0.933097,39.965610,31.434913,834.683821
115.500000,23,23469.387755,3591027.400460,3.591027,0.933097,39.970875,31.434913,834.643241
115.500000,24,24489.795918,3529800.366979,3.529800,0.933097,39.966409,31.434913,834.609416
115.500000,25,25510.204082,3468575.716514,3.468576,0.933097,39.970057,31.434913,834.569965
115.500000,26,26530.612245,3407354.098174,3.407354,0.933097,39.967220,31.434913,834.535016
115.500000,27,27551.020408,3346134.868859,3.346135,0.933097,39.969254,31.434913,834.496691
115.500000,28,28571.428571,3284918.655376,3.284919,0.933097,39.967993,31.434913,834.460655
115.500000,29,29591.836735,3223704.853633,3.223705,0.933097,39.968508,31.434913,834.423391
115.500000,30,30612.244898,3162494.037711,3.162494,0.933097,39.968693,31.434913,834.386359
115.500000,31,31632.653061,3101285.667685,3.101286,0.933097,39.967848,31.434913,834.350044
115.500000,32,32653.061224,3040080.244764,3.040080,0.933097,39.969297,31.434913,834.312142
115.500000,33,33673.469388,2978877.309050,2.978877,0.933097,39.967292,31.434913,834.276638
115.500000,34,34693.877551,2917677.276869,2.917677,0.933097,39.969793,31.434913,834.238013
115.500000,35,35714.285714,2856479.776716,2.856480,0.933097,39.966847,31.434913,834.203167
115.500000,36,36734.693878,2795285.134445,2.795285,0.933097,39.970174,31.434913,834.163976
115.500000,37,37755.102041,2734093.069526,2.734093,0.933097,39.966517,31.434913,834.129631
115.500000,38,38775.510204,2672903.816873,2.672904,0.933097,39.970442,31.434913,834.090031
115.500000,39,39795.918367,2611717.185256,2.611717,0.933097,39.966298,31.434913,834.056030
115.500000,40,40816.326531,2550533.322162,2.550533,0.933097,39.970603,31.434913,834.016174
115.500000,41,41836.734694,2489352.120831,2.489352,0.933097,39.966183,31.434913,833.982370
115.500000,42,42857.142857,2428173.647660,2.428174,0.933097,39.970663,31.434913,833.942400
115.500000,43,43877.551020,2366997.873144,2.366998,0.933097,39.966163,31.434913,833.908658
115.500000,44,44897.959184,2305824.790736,2.305825,0.933097,39.970635,31.434913,833.868699
115.500000,45,45918.367347,2244654.439280,2.244654,0.933097,39.966226,31.434913,833.834900
115.500000,46,46938.775510,2183486.748584,2.183487,0.933097,39.970529,31.434913,833.795066
115.500000,47,47959.183673,2122321.816050,2.122322,0.933097,39.966360,31.434913,833.761107
115.500000,48,48979.591837,2061159.517901,2.061160,0.933097,39.970359,31.434913,833.721490
115.500000,49,50000.000000,2000000.000000,2.000000,0.933097,39.966551,31.434913,833.687287
120.500000,0,0.000000,5000000.000000,5.000000,0.933088,40.000000,31.434913,835.473157
120.500000,1,1020.408163,4938713.083838,4.938713,0.933088,39.940933,31.434913,835.477181
120.500000,2,2040.816327,4877423.908696,4.877424,0.933088,39.987528,31.434913,835.407826
120.500000,3,3061.224490,4816141.715785,4.816142,0.933088,39.951629,31.434913,835.395764
120.500000,4,4081.632653,4754858.604215,4.754859,0.933088,39.978409,31.434913,835.340178
120.500000,5,5102.040816,4693581.278484,4.693581,0.933088,39.959331,31.434913,835.316440
120.500000,6,6122.448980,4632304.097217,4.632304,0.933088,39.971953,31.434913,835.270693
120.500000,7,7142.857143,4571031.758643,4.571032,0.933088,39.964673,31.434913,835.238768
120.500000,8,8163.265306,4509760.396661,4.509760,0.933088,39.967581,31.434913,835.199773
120.500000,9,9183.673469,4448493.144386,4.448493,0.933088,39.968181,31.434913,835.162385
120.500000,10,10204.081633,4387227.509526,4.387228,0.933088,39.964818,31.434913,835.127749
120.500000,11,11224.489796,4325965.424556,4.325965,0.933088,39.970286,31.434913,835.086987
120.500000,12,12244.897959,4264705.440634,4.264705,0.933088,39.963270,31.434913,835.054895
120.500000,13,13265.306122,4203448.588487,4.203449,0.933088,39.971344,31.434913,835.012331
120.500000,14,14285.714286,4142194.193157,4.142194,0.933088,39.962618,31.434913,834.981431
120.500000,15,15306.122449,4080942.626549,4.080943,0.933088,39.971643,31.434913,834.938214
120.500000,16,16326.530612,4019693.769619,4.019694,0.933088,39.962603,31.434913,834.907539
120.500000,17,17346.938776,3958447.530754,3.958448,0.933088,39.971413,31.434913,834.864477
120.500000,18,18367.346939,3897204.172467,3.897204,0.933088,39.963020,31.434913,834.833359
120.500000,19,19387.755102,3835963.294700,3.835963,0.933088,39.970838,31.434913,834.790994
120.500000,20,20408.163265,3774725.403951,3.774725,0.933088,39.963707,31.434913,834.759006
120.500000,21,21428.571429,3713489.913074,3.713490,0.933088,39.970059,31.434913,834.717664
120.500000,22,22448.979592,3652257.465803,3.652257,0.933088,39.964539,31.434913,834.684565
120.500000,23,23469.387755,3591027.381155,3.591027,0.933088,39.969186,31.434913,834.644413
120.500000,24,24489.795918,3529800.358997,3.529800,0.933088,39.965421,31.434913,834.610102
120.500000,25,25510.204082,3468575.694482,3.468576,0.933088,39.968300,31.434913,834.571184
120.500000,26,26530.612245,3407354.083674,3.407354,0.933088,39.966284,31.434913,834.535666
120.500000,27,27551.020408,3346134.848710,3.346135,0.933088,39.967460,31.434913,834.497936
120.500000,28,28571.428571,3284918.639202,3.284919,0.933088,39.967078,31.434913,834.461290
120.500000,29,29591.836735,3223704.839550,3.223705,0.933088,39.966706,31.434913,834.424641
120.500000,30,30612.244898,3162494.024243,3.162494,0.933088,39.967773,31.434913,834.386997
120.500000,31,31632.653061,3101285.662714,3.101286,0.933088,39.966064,31.434913,834.351281
120.500000,32,32653.061224,3040080.236861,3.040080,0.933088,39.968348,31.434913,834.312800
120.500000,33,33673.469388,2978877.314018,2.978877,0.933088,39.965547,31.434913,834.277848
120.500000,34,34693.877551,2917677.274826,2.917677,0.933088,39.968795,31.434913,834.238705
120.500000,35,35714.285714,2856479.789667,2.856480,0.933088,39.965159,31.434913,834.204339
120.500000,36,36734.693878,2795285.136044,2.795285,0.933088,39.969113,31.434913,834.164712
120.500000,37,37755.102041,2734093.086633,2.734093,0.933088,39.964898,31.434913,834.130754
120.500000,38,38775.510204,2672903.818976,2.672904,0.933088,39.969306,31.434913,834.090819
120.500000,39,39795.918367,2611717.202847,2.611717,0.933088,39.964757,31.434913,834.057099
120.500000,40,40816.326531,2550533.322595,2.550533,0.933088,39.969386,31.434913,834.017018
120.500000,41,41836.734694,2489352.136724,2.489352,0.933088,39.964724,31.434913,833.983381
120.500000,42,42857.142857,2428173.645670,2.428174,0.933088,39.969363,31.434913,833.943301
120.500000,43,43877.551020,2366997.886287,2.366998,0.933088,39.964787,31.434913,833.909611
120.500000,44,44897.959184,2305824.786086,2.305825,0.933088,39.969251,31.434913,833.869658
120.500000,45,45918.367347,2244654.448796,2.244654,0.933088,39.964931,31.434913,833.835798
120.500000,46,46938.775510,2183486.740919,2.183487,0.933088,39.969067,31.434913,833.796079
120.500000,47,47959.183673,2122321.821082,2.122322,0.933088,39.965140,31.434913,833.761952
120.500000,48,48979.591837,2061159.506939,2.061160,0.933088,39.968824,31.434913,833.722554
120.500000,49,50000.000000,2000000.000000,2.000000,0.933088,39.965401,31.434913,833.688084
125.500000,0,0.000000,5000000.000000,5.000000,0.933079,40.000000,31.434913,835.473157
125.500000,1,1020.408163,4938713.301131,4.938713,0.933079,39.938771,31.434913,835.478683
125.500000,2,2040.816327,4877423.952620,4.877424,0.933079,39.986546,31.434913,835.408507
125.500000,3,3061.224490,4816141.889436,4.816142,0.933079,39.950227,31.434913,835.396738
125.500000,4,4081.632653,4754858.679187,4.754859,0.933079,39.976854,31.434913,835.341258
125.500000,5,5102.040816,4693581.419796,4.693581,0.933079,39.958345,31.434913,835.317125
125.500000,6,6122.448980,4632304.192104,4.632304,0.933079,39.970114,31.434913,835.271970
125.500000,7,7142.857143,4571031.875080,4.571032,0.933079,39.963861,31.434913,835.239333
125.500000,8,8163.265306,4509760.501195,4.509761,0.933079,39.965660,31.434913,835.201107
125.500000,9,9183.673469,4448493.240163,4.448493,0.933079,39.967378,31.434913,835.162942
125.500000,10,10204.081633,4387227.614649,4.387228,0.933079,39.962943,31.434913,835.129051
125.500000,11,11224.489796,4325965.502211,4.325966,0.933079,39.969393,31.434913,835.087607
125.500000,12,12244.897959,4264705.539550,4.264706,0.933079,39.961517,31.434913,835.056111
125.500000,13,13265.306122,4203448.650498,4.203449,0.933079,39.970306,31.434913,835.013051
125.500000,14,14285.714286,4142194.281991,4.142194,0.933079,39.961025,31.434913,834.982537
125.500000,15,15306.122449,4080942.676031,4.080943,0.933079,39.970438,31.434913,834.939051
125.500000,16,16326.530612,4019693.847053,4.019694,0.933078,39.961178,31.434913,834.908528
125.500000,17,17346.938776,3958447.571127,3.958448,0.933078,39.970043,31.434913,834.865428
125.500000,18,18367.346939,3897204.238706,3.897204,0.933078,39.961752,31.434913,834.834239
125.500000,19,19387.755102,3835963.328987,3.835963,0.933078,39.969321,31.434913,834.792047
125.500000,20,20408.163265,3774725.459761,3.774725,0.933078,39.962573,31.434913,834.759793
125.500000,21,21428.571429,3713489.943476,3.713490,0.933078,39.968422,31.434913,834.718800
125.500000,22,22448.979592,3652257.512026,3.652258,0.933078,39.963508,31.434913,834.685280
125.500000,23,23469.387755,3591027.409057,3.591027,0.933078,39.967462,31.434913,834.645609
125.500000,24,24489.795918,3529800.396455,3.529800,0.933078,39.964460,31.434913,834.610769
125.500000,25,25510.204082,3468575.720681,3.468576,0.933078,39.966523,31.434913,834.572417
125.500000,26,26530.612245,3407354.113253,3.407354,0.933078,39.965360,31.434913,834.536307
125.500000,27,27551.020408,3346134.873718,3.346135,0.933078,39.965662,31.434913,834.499183
125.500000,28,28571.428571,3284918.662008,3.284919,0.933078,39.966161,31.434913,834.461927
125.500000,29,29591.836735,3223704.863896,3.223705,0.933078,39.964916,31.434913,834.425883
125.500000,30,30612.244898,3162494.041747,3.162494,0.933078,39.966834,31.434913,834.387648
125.500000,31,31632.653061,3101285.687180,3.101286,0.933078,39.964306,31.434913,834.352500
125.500000,32,32653.061224,3040080.250976,3.040080,0.933078,39.967365,31.434913,834.313482
125.500000,33,33673.469388,2978877.339708,2.978877,0.933078,39.963842,31.434913,834.279030
125.500000,34,34693.877551,2917677.287734,2.917677,0.933078,39.967750,31.434913,834.239430
125.500000,35,35714.285714,2856479.817693,2.856480,0.933078,39.963523,31.434913,834.205473
125.500000,36,36734.693878,2795285.149587,2.795285,0.933078,39.967993,31.434913,834.165489
125.500000,37,37755.102041,2734093.117361,2.734093,0.933078,39.963342,31.434913,834.131833
125.500000,38,38775.510204,2672903.833752,2.672904,0.933078,39.968104,31.434913,834.091653
125.500000,39,39795.918367,2611717.235092,2.611717,0.933078,39.963285,31.434913,834.058119
125.500000,40,40816.326531,2550533.337390,2.550533,0.933078,39.968096,31.434913,834.017912
125.500000,41,41836.734694,2489352.167659,2.489352,0.933078,39.963339,31.434913,833.984342
125.500000,42,42857.142857,2428173.657880,2.428174,0.933078,39.967988,31.434913,833.944254
125.500000,43,43877.551020,2366997.912392,2.366998,0.933078,39.963486,31.434913,833.910513
125.500000,44,44897.959184,2305824.793010,2.305825,0.933078,39.967794,31.434913,833.870668
125.500000,45,45918.367347,2244654.467249,2.244654,0.933078,39.963709,31.434913,833.836645
125.500000,46,46938.775510,2183486.740941,2.183487,0.933078,39.967535,31.434913,833.797141
125.500000,47,47959.183673,2122321.830495,2.122322,0.933078,39.963989,31.434913,833.762750
125.500000,48,48979.591837,2061159.499675,2.061159,0.933078,39.967226,31.434913,833.723661
125.500000,49,50000.000000,2000000.000000,2.000000,0.933078,39.964309,31.434913,833.688840
130.500000,0,0.000000,5000000.000000,5.000000,0.933070,40.000000,31.434913,835.473157
130.500000,1,1020.408163,4938713.526039,4.938714,0.933070,39.936628,31.434913,835.480172
130.500000,2,2040.816327,4877423.999505,4.877424,0.933069,39.985535,31.434913,835.409210
130.500000,3,3061.224490,4816142.066584,4.816142,0.933069,39.948859,31.434913,835.397688
130.500000,4,4081.632653,4754858.757096,4.754859,0.933069,39.975266,31.434913,835.342360
130.500000,5,5102.040816,4693581.560401,4.693582,0.933069,39.957386,31.434913,835.317791
130.500000,6,6122.448980,4632304.288117,4.632304,0.933069,39.968257,31.434913,835.273259
130.500000,7,7142.857143,4571031.987934,4.571032,0.933069,39.963057,31.434913,835.239891
130.500000,8,8163.265306,4509760.605984,4.509761,0.933069,39.963739,31.434913,835.202441
130.500000,9,9183.673469,4448493.332823,4.448493,0.933069,39.966565,31.434913,835.163507
130.500000,10,10204.081633,4387227.722072,4.387228,0.933069,39.961088,31.434913,835.130339
130.500000,11,11224.489796,4325965.581088,4.325966,0.933069,39.968471,31.434913,835.088248
130.500000,12,12244.897959,4264705.645679,4.264706,0.933069,39.959802,31.434913,835.057302
130.500000,13,13265.306122,4203448.720652,4.203449,0.933069,39.969224,31.434913,835.013802
130.500000,14,14285.714286,4142194.384279,4.142194,0.933069,39.959480,31.434913,834.983610
130.500000,15,15306.122449,4080942.741125,4.080943,0.933069,39.969181,31.434913,834.939923
130.500000,16,16326.530612,4019693.943778,4.019694,0.933069,39.959805,31.434913,834.909480
