time,node_id,x,P(Pa),P(MPa),v,T(C),visc(cSt),rho
50.500000,4,4081.632653,4754871.461098,4.754871,0.931086,39.995675,31.434913,835.328196
50.500000,5,5102.040816,4693596.400644,4.693596,0.931087,39.977471,31.434913,835.303854
50.500000,6,6122.448980,4632323.301653,4.632323,0.931088,39.993866,31.434913,835.255489
50.500000,7,7142.857143,4571053.568705,4.571054,0.931089,39.979169,31.434913,835.228717
50.500000,8,8163.265306,4509785.890949,4.509786,0.931091,39.992268,31.434913,835.182649
50.500000,9,9183.673469,4448521.501543,4.448522,0.931093,39.980667,31.434913,835.153733
50.500000,10,10204.081633,4387259.231933,4.387259,0.931095,39.990862,31.434913,835.109689
50.500000,11,11224.489796,4326000.141113,4.326000,0.931097,39.981980,31.434913,835.078891
50.500000,12,12244.897959,4264743.181956,4.264743,0.931100,39.989632,31.434913,835.036618
50.500000,13,13265.306122,4203489.261872,4.203489,0.931103,39.983125,31.434913,835.004178
50.500000,14,14285.714286,4142237.467351,4.142237,0.931106,39.988563,31.434913,834.963449
50.500000,15,15306.122449,4080988.594383,4.080989,0.931109,39.984117,31.434913,834.929585
50.500000,16,16326.530612,4019741.867426,4.019742,0.931113,39.987641,31.434913,834.890191
50.500000,17,17346.938776,3958497.979980,3.958498,0.931117,39.984969,31.434913,834.855101
50.500000,18,18367.346939,3897256.267061,3.897256,0.931121,39.986851,31.434913,834.816853
50.500000,19,19387.755102,3836017.312921,3.836017,0.931125,39.985694,31.434913,834.780717
50.500000,20,20408.163265,3774780.548151,3.774781,0.931129,39.986181,31.434913,834.743444
50.500000,21,21428.571429,3713546.468661,3.713546,0.931133,39.986306,31.434913,834.706426
50.500000,22,22448.979592,3652314.605654,3.652315,0.931137,39.985621,31.434913,834.669971
50.500000,23,23469.387755,3591085.377732,3.591085,0.931141,39.986813,31.434913,834.632218
50.500000,24,24489.795918,3529858.396379,3.529858,0.931146,39.985159,31.434913,834.596443
50.500000,25,25510.204082,3468634.002649,3.468634,0.931150,39.987228,31.434913,834.558088
50.500000,26,26530.612245,3407411.885540,3.407412,0.931154,39.984784,31.434913,834.522866
50.500000,27,27551.020408,3346192.327106,3.346192,0.931159,39.987559,31.434913,834.484028
50.500000,28,28571.428571,3284975.086198,3.284975,0.931163,39.984489,31.434913,834.449247
50.500000,29,29591.836735,3223760.382463,3.223760,0.931167,39.987816,31.434913,834.410032
50.500000,30,30612.244898,3162548.032331,3.162548,0.931171,39.984264,31.434913,834.375591
50.500000,31,31632.653061,3101338.208577,3.101338,0.931175,39.988006,31.434913,834.336095
50.500000,32,32653.061224,3040130.790098,3.040131,0.931179,39.984102,31.434913,834.301905
50.500000,33,33673.469388,2978925.907007,2.978926,0.931183,39.988138,31.434913,834.262211
50.500000,34,34693.877551,2917723.480196,2.917723,0.931186,39.983994,31.434913,834.228192
50.500000,35,35714.285714,2856523.591944,2.856524,0.931189,39.988218,31.434913,834.188375
50.500000,36,36734.693878,2795326.204472,2.795326,0.931193,39.983935,31.434913,834.154459
50.500000,37,37755.102041,2734131.374815,2.734131,0.931196,39.988252,31.434913,834.114583
50.500000,38,38775.510204,2672939.117751,2.672939,0.931198,39.983919,31.434913,834.080709
50.500000,39,39795.918367,2611749.472253,2.611749,0.931201,39.988247,31.434913,834.040832
50.500000,40,40816.326531,2550562.484790,2.550562,0.931203,39.983938,31.434913,834.006946
50.500000,41,41836.734694,2489378.152839,2.489378,0.931205,39.988209,31.434913,833.967117
50.500000,42,42857.142857,2428196.525664,2.428197,0.931206,39.983990,31.434913,833.933175
50.500000,43,43877.551020,2367017.554088,2.367018,0.931208,39.988141,31.434913,833.893434
50.500000,44,44897.959184,2305841.293695,2.305841,0.931209,39.984068,31.434913,833.859398
50.500000,45,45918.367347,2244667.669108,2.244668,0.931210,39.988049,31.434913,833.819782
50.500000,46,46938.775510,2183496.756769,2.183497,0.931210,39.984168,31.434913,833.785619
50.500000,47,47959.183673,2122328.472412,2.122328,0.931211,39.987936,31.434913,833.746157
50.500000,48,48979.591837,2061162.916877,2.061163,0.931211,39.984287,31.434913,833.711839
50.500000,49,50000.000000,2000000.000000,2.000000,0.931211,39.987807,31.434913,833.672557
55.500000,0,0.000000,5000000.000000,5.000000,0.932086,40.000000,31.434913,835.473157
55.500000,1,1020.408163,4938713.562688,4.938714,0.932086,39.970934,31.434913,835.456346
55.500000,2,2040.816327,4877428.717863,4.877429,0.932086,39.997227,31.434913,835.401093
55.500000,3,3061.224490,4816147.599510,4.816148,0.932087,39.973532,31.434913,835.380557
55.500000,4,4081.632653,4754868.181614,4.754868,0.932087,39.994791,31.434913,835.328808
55.500000,5,5102.040816,4693592.334669,4.693592,0.932088,39.975809,31.434913,835.305005
55.500000,6,6122.448980,4632318.285728,4.632318,0.932089,39.992660,31.434913,835.256324
55.500000,7,7142.857143,4571047.667675,4.571048,0.932090,39.977795,31.434913,835.229668
55.500000,8,8163.265306,4509778.939774,4.509779,0.932091,39.990808,31.434913,835.183659
55.500000,9,9183.673469,4448513.521931,4.448514,0.932092,39.979516,31.434913,835.154528
55.500000,10,10204.081633,4387250.086350,4.387250,0.932094,39.989206,31.434913,835.110833
55.500000,11,11224.489796,4325989.863214,4.325990,0.932095,39.980998,31.434913,835.079566
55.500000,12,12244.897959,4264731.718621,4.264732,0.932097,39.987832,31.434913,835.037861
55.500000,13,13265.306122,4203476.708573,4.203477,0.932099,39.982264,31.434913,835.004768
55.500000,14,14285.714286,4142223.865769,4.142224,0.932101,39.986663,31.434913,834.964760
55.500000,15,15306.122449,4080974.078501,4.080974,0.932103,39.983336,31.434913,834.930118
55.500000,16,16326.530612,4019726.518641,4.019727,0.932106,39.985678,31.434913,834.891544
55.500000,17,17346.938776,3958481.916103,3.958482,0.932108,39.984234,31.434913,834.855601
55.500000,18,18367.346939,3897239.566011,3.897240,0.932111,39.984858,31.434913,834.818226
55.500000,19,19387.755102,3836000.065801,3.836000,0.932114,39.984975,31.434913,834.781206
55.500000,20,20408.163265,3774762.839624,3.774763,0.932117,39.984185,31.434913,834.744818
55.500000,21,21428.571429,3713528.385298,3.713528,0.932120,39.985577,31.434913,834.706920
55.500000,22,22448.979592,3652296.247635,3.652296,0.932123,39.983644,31.434913,834.671332
55.500000,23,23469.387755,3591066.826606,3.591067,0.932126,39.986056,31.434913,834.632732
55.500000,24,24489.795918,3529839.760169,3.529840,0.932130,39.983219,31.434913,834.597778
55.500000,25,25510.204082,3468615.357003,3.468615,0.932133,39.986426,31.434913,834.558633
55.500000,26,26530.612245,3407393.344623,3.407393,0.932136,39.982896,31.434913,834.524165
55.500000,27,27551.020408,3346173.960980,3.346174,0.932139,39.986699,31.434913,834.484613
55.500000,28,28571.428571,3284957.012836,3.284957,0.932142,39.982663,31.434913,834.450503
55.500000,29,29591.836735,3223742.667437,3.223743,0.932145,39.986888,31.434913,834.410665
55.500000,30,30612.244898,3162530.793743,3.162531,0.932148,39.982509,31.434913,834.376798
55.500000,31,31632.653061,3101321.502547,3.101322,0.932151,39.987004,31.434913,834.336780
55.500000,32,32653.061224,3040114.731692,3.040115,0.932154,39.982424,31.434913,834.303059
55.500000,33,33673.469388,2978910.554635,2.978911,0.932157,39.987057,31.434913,834.262951
55.500000,34,34693.877551,2917708.965131,2.917709,0.932159,39.982396,31.434913,834.229292
55.500000,35,35714.285714,2856509.987738,2.856510,0.932161,39.987056,31.434913,834.189173
55.500000,36,36734.693878,2795313.644863,2.795314,0.932164,39.982419,31.434913,834.155503
55.500000,37,37755.102041,2734119.908337,2.734120,0.932165,39.987008,31.434913,834.115439
55.500000,38,38775.510204,2672928.823102,2.672929,0.932167,39.982484,31.434913,834.081697
55.500000,39,39795.918367,2611740.321484,2.611740,0.932169,39.986922,31.434913,834.041745
55.500000,40,40816.326531,2550554.475467,2.550554,0.932170,39.982584,31.434913,834.007881
55.500000,41,41836.734694,2489371.194581,2.489371,0.932171,39.986805,31.434913,833.968086
55.500000,42,42857.142857,2428190.581326,2.428191,0.932173,39.982712,31.434913,833.934057
55.500000,43,43877.551020,2367012.530996,2.367013,0.932173,39.986661,31.434913,833.894457
55.500000,44,44897.959184,2305837.170945,2.305837,0.932174,39.982863,31.434913,833.860230
55.500000,45,45918.367347,2244664.384189,2.244664,0.932175,39.986498,31.434913,833.820855
55.500000,46,46938.775510,2183494.316445,2.183494,0.932176,39.983032,31.434913,833.786404
55.500000,47,47959.183673,2122326.840227,2.122327,0.932176,39.986319,31.434913,833.747277
55.500000,48,48979.591837,2061162.113465,2.061162,0.932176,39.983215,31.434913,833.712582
55.500000,49,50000.000000,2000000.000000,2.000000,0.932176,39.986129,31.434913,833.673719
60.500000,0,0.000000,5000000.000000,5.000000,0.932607,40.000000,31.434913,835.473157
60.500000,1,1020.408163,4938712.968865,4.938713,0.932607,39.968497,31.434913,835.458039
60.500000,2,2040.816327,4877427.323508,4.877427,0.932607,39.996701,31.434913,835.401457
60.500000,3,3061.224490,4816145.600456,4.816146,0.932607,39.971567,31.434913,835.381921
60.500000,4,4081.632653,4754865.418845,4.754865,0.932608,39.993843,31.434913,835.329465
60.500000,5,5102.040816,4693588.971160,4.693589,0.932608,39.974219,31.434913,835.306107
60.500000,6,6122.448980,4632314.204212,4.632314,0.932609,39.991380,31.434913,835.257210
60.500000,7,7142.857143,4571043.000980,4.571043,0.932610,39.976496,31.434913,835.230567
60.500000,8,8163.265306,4509773.602042,4.509774,0.932610,39.989273,31.434913,835.184721
60.500000,9,9183.673469,4448507.613435,4.448508,0.932611,39.978436,31.434913,835.155274
60.500000,10,10204.081633,4387243.540446,4.387244,0.932613,39.987485,31.434913,835.112023
60.500000,11,11224.489796,4325982.742311,4.325983,0.932614,39.980075,31.434913,835.080203
60.500000,12,12244.897959,4264723.960557,4.264724,0.932615,39.985981,31.434913,835.039141
60.500000,13,13265.306122,4203468.334928,4.203468,0.932617,39.981445,31.434913,835.005331
60.500000,14,14285.714286,4142214.820110,4.142215,0.932618,39.984731,31.434913,834.966095
60.500000,15,15306.122449,4080964.364710,4.080964,0.932620,39.982577,31.434913,834.930639
60.500000,16,16326.530612,4019716.114510,4.019716,0.932621,39.983705,31.434913,834.892907
60.500000,17,17346.938776,3958470.847536,3.958471,0.932623,39.983498,31.434913,834.856105
60.500000,18,18367.346939,3897227.875501,3.897228,0.932625,39.982877,31.434913,834.819593
60.500000,19,19387.755102,3835987.823682,3.835988,0.932627,39.984232,31.434913,834.781714
60.500000,20,20408.163265,3774750.147291,3.774750,0.932629,39.982224,31.434913,834.746171
60.500000,21,21428.571429,3713515.331784,3.713515,0.932631,39.984803,31.434913,834.707449
60.500000,22,22448.979592,3652282.948676,3.652283,0.932633,39.981724,31.434913,834.672656
60.500000,23,23469.387755,3591053.353391,3.591053,0.932635,39.985232,31.434913,834.633296
60.500000,24,24489.795918,3529826.219653,3.529826,0.932638,39.981357,31.434913,834.599061
60.500000,25,25510.204082,3468601.802734,3.468602,0.932640,39.985536,31.434913,834.559242
60.500000,26,26530.612245,3407379.884235,3.407380,0.932642,39.981105,31.434913,834.525400
60.500000,27,27551.020408,3346160.648158,3.346161,0.932644,39.985734,31.434913,834.485275
60.500000,28,28571.428571,3284943.970502,3.284944,0.932647,39.980951,31.434913,834.451682
60.500000,29,29591.836735,3223729.961779,3.223730,0.932649,39.985841,31.434913,834.411384
60.500000,30,30612.244898,3162518.559860,3.162519,0.932651,39.980882,31.434913,834.377920
60.500000,31,31632.653061,3101309.799017,3.101310,0.932653,39.985871,31.434913,834.337559
60.500000,32,32653.061224,3040103.666078,3.040104,0.932655,39.980883,31.434913,834.304120
60.500000,33,33673.469388,2978900.136798,2.978900,0.932656,39.985835,31.434913,834.263792
60.500000,34,34693.877551,2917699.246451,2.917699,0.932658,39.980944,31.434913,834.230293
60.500000,35,35714.285714,2856500.927313,2.856501,0.932660,39.985746,31.434913,834.190075
60.500000,36,36734.693878,2795305.257016,2.795305,0.932661,39.981053,31.434913,834.156445
60.500000,37,37755.102041,2734112.135366,2.734112,0.932662,39.985614,31.434913,834.116401
60.500000,38,38775.510204,2672921.678118,2.672922,0.932664,39.981200,31.434913,834.082583
60.500000,39,39795.918367,2611733.761971,2.611734,0.932665,39.985447,31.434913,834.042764
60.500000,40,40816.326531,2550548.532297,2.550549,0.932666,39.981379,31.434913,834.008713
60.500000,41,41836.734694,2489365.845535,2.489366,0.932667,39.985253,31.434913,833.969158
60.500000,42,42857.142857,2428185.867847,2.428186,0.932668,39.981580,31.434913,833.934839
60.500000,43,43877.551020,2367008.440834,2.367008,0.932669,39.985040,31.434913,833.895578
60.500000,44,44897.959184,2305833.746379,2.305834,0.932670,39.981797,31.434913,833.860967
60.500000,45,45918.367347,2244661.615529,2.244662,0.932670,39.984814,31.434913,833.822021
60.500000,46,46938.775510,2183492.239564,2.183492,0.932671,39.982025,31.434913,833.787101
60.500000,47,47959.183673,2122325.442814,2.122325,0.932671,39.984579,31.434913,833.748482
60.500000,48,48979.591837,2061161.422404,2.061161,0.932671,39.982259,31.434913,833.713244
60.500000,49,50000.000000,2000000.000000,2.000000,0.932671,39.984341,31.434913,833.674958
65.500000,0,0.000000,5000000.000000,5.000000,0.932876,40.000000,31.434913,835.473157
65.500000,1,1020.408163,4938712.510926,4.938713,0.932876,39.966082,31.434913,835.459716
65.500000,2,2040.816327,4877426.184499,4.877426,0.932876,39.996136,31.434913,835.401849
65.500000,3,3061.224490,4816143.987002,4.816144,0.932876,39.969654,31.434913,835.383249
65.500000,4,4081.632653,4754863.163187,4.754863,0.932876,39.992833,31.434913,835.330164
65.500000,5,5102.040816,4693586.241144,4.693586,0.932877,39.972696,31.434913,835.307163
65.500000,6,6122.448980,4632310.879279,4.632311,0.932877,39.990031,31.434913,835.258145
65.500000,7,7142.857143,4571039.215552,4.571039,0.932878,39.975265,31.434913,835.231419
65.500000,8,8163.265306,4509769.276847,4.509769,0.932879,39.987674,31.434913,835.185829
65.500000,9,9183.673469,4448502.856382,4.448503,0.932880,39.977417,31.434913,835.155978
65.500000,10,10204.081633,4387238.307766,4.387238,0.932880,39.985710,31.434913,835.113253
65.500000,11,11224.489796,4325977.118452,4.325977,0.932881,39.979199,31.434913,835.080808
65.500000,12,12244.897959,4264717.929229,4.264718,0.932882,39.984093,31.434913,835.040448
65.500000,13,13265.306122,4203461.958813,4.203462,0.932884,39.980655,31.434913,835.005876
65.500000,14,14285.714286,4142208.103001,4.142208,0.932885,39.982781,31.434913,834.967445
65.500000,15,15306.122449,4080957.347308,4.080957,0.932886,39.981825,31.434913,834.931156
65.500000,16,16326.530612,4019708.810589,4.019709,0.932887,39.981736,31.434913,834.894269
65.500000,17,17346.938776,3958463.272106,3.958463,0.932888,39.982747,31.434913,834.856622
65.500000,18,18367.346939,3897220.042814,3.897220,0.932890,39.980924,31.434913,834.820944
65.500000,19,19387.755102,3835979.724477,3.835980,0.932891,39.983452,31.434913,834.782251
65.500000,20,20408.163265,3774741.800162,3.774742,0.932892,39.980312,31.434913,834.747493
65.500000,21,21428.571429,3713506.725235,3.713507,0.932894,39.983971,31.434913,834.708022
65.500000,22,22448.979592,3652274.134617,3.652274,0.932895,39.979873,31.434913,834.673935
65.500000,23,23469.387755,3591044.355956,3.591044,0.932897,39.984329,31.434913,834.633917
65.500000,24,24489.795918,3529817.145778,3.529817,0.932898,39.979582,31.434913,834.600287
65.500000,25,25510.204082,3468592.711562,3.468593,0.932899,39.984552,31.434913,834.559919
65.500000,26,26530.612245,3407370.901715,3.407371,0.932901,39.979415,31.434913,834.526566
65.500000,27,27551.020408,3346151.814944,3.346152,0.932902,39.984661,31.434913,834.486014
65.500000,28,28571.428571,3284935.374825,3.284935,0.932903,39.979353,31.434913,834.452785
65.500000,29,29591.836735,3223721.593530,3.223722,0.932905,39.984674,31.434913,834.412188
65.500000,30,30612.244898,3162510.465896,3.162510,0.932906,39.979378,31.434913,834.378958
65.500000,31,31632.653061,3101301.943869,3.101302,0.932908,39.984610,31.434913,834.338429
65.500000,32,32653.061224,3040096.089556,3.040096,0.932909,39.979473,31.434913,834.305094
65.500000,33,33673.469388,2978892.810449,2.978893,0.932910,39.984482,31.434913,834.264726
65.500000,34,34693.877551,2917692.221128,2.917692,0.932911,39.979624,31.434913,834.231204
65.500000,35,35714.285714,2856494.189033,2.856494,0.932913,39.984305,31.434913,834.191071
65.500000,36,36734.693878,2795298.865105,2.795299,0.932914,39.979818,31.434913,834.157297
65.500000,37,37755.102041,2734106.084855,2.734106,0.932915,39.984089,31.434913,834.117454
65.500000,38,38775.510204,2672916.028934,2.672916,0.932916,39.980045,31.434913,834.083381
65.500000,39,39795.918367,2611728.512472,2.611729,0.932917,39.983847,31.434913,834.043870
65.500000,40,40816.326531,2550543.738298,2.550544,0.932918,39.980295,31.434913,834.009461
65.500000,41,41836.734694,2489361.506128,2.489362,0.932919,39.983585,31.434913,833.970312
65.500000,42,42857.142857,2428182.031496,2.428182,0.932919,39.980559,31.434913,833.935544
65.500000,43,43877.551020,2367005.104547,2.367005,0.932920,39.983313,31.434913,833.896774
65.500000,44,44897.959184,2305830.948887,2.305831,0.932920,39.980832,31.434913,833.861635
65.500000,45,45918.367347,2244659.351718,2.244659,0.932921,39.983036,31.434913,833.823252
65.500000,46,46938.775510,2183490.539356,2.183491,0.932921,39.981105,31.434913,833.787738
65.500000,47,47959.183673,2122324.299370,2.122324,0.932922,39.982760,31.434913,833.749742
65.500000,48,48979.591837,2061160.855558,2.061161,0.932922,39.981375,31.434913,833.713856
65.500000,49,50000.000000,2000000.000000,2.000000,0.932922,39.982491,31.434913,833.676241
70.500000,0,0.000000,5000000.000000,5.000000,0.933013,40.000000,31.434913,835.473157
70.500000,1,1020.408163,4938712.189704,4.938712,0.933013,39.963689,31.434913,835.461377
70.500000,2,2040.816327,4877425.303570,4.877425,0.933014,39.995532,31.434913,835.402268
70.500000,3,3061.224490,4816142.763533,4.816143,0.933014,39.967792,31.434913,835.384541
70.500000,4,4081.632653,4754861.420498,4.754861,0.933014,39.991766,31.434913,835.330905
70.500000,5,5102.040816,4693584.150041,4.693584,0.933014,39.971235,31.434913,835.308176
70.500000,6,6122.448980,4632308.315523,4.632308,0.933015,39.988619,31.434913,835.259124
70.500000,7,7142.857143,4571036.310975,4.571036,0.933015,39.974097,31.434913,835.232228
70.500000,8,8163.265306,4509765.951869,4.509766,0.933016,39.986016,31.434913,835.186978
70.500000,9,9183.673469,4448499.212001,4.448499,0.933016,39.976451,31.434913,835.156647
70.500000,10,10204.081633,4387234.303152,4.387234,0.933017,39.983889,31.434913,835.114514
70.500000,11,11224.489796,4325972.830088,4.325973,0.933018,39.978359,31.434913,835.081388
70.500000,12,12244.897959,4264713.347763,4.264713,0.933018,39.982177,31.434913,835.041775
70.500000,13,13265.306122,4203457.139571,4.203457,0.933019,39.979881,31.434913,835.006410
70.500000,14,14285.714286,4142203.060463,4.142203,0.933020,39.980825,31.434913,834.968799
70.500000,15,15306.122449,4080952.119538,4.080952,0.933021,39.981068,31.434913,834.931678
70.500000,16,16326.530612,4019703.433725,4.019703,0.933022,39.979784,31.434913,834.895621
70.500000,17,17346.938776,3958457.776761,3.958458,0.933023,39.981969,31.434913,834.857158
70.500000,18,18367.346939,3897214.487651,3.897214,0.933024,39.979008,31.434913,834.822271
70.500000,19,19387.755102,3835974.134225,3.835974,0.933025,39.982623,31.434913,834.782822
70.500000,20,20408.163265,3774736.239798,3.774736,0.933025,39.978458,31.434913,834.748777
70.500000,21,21428.571429,3713501.194705,3.713501,0.933026,39.983070,31.434913,834.708643
70.500000,22,22448.979592,3652268.677697,3.652269,0.933027,39.978098,31.434913,834.675163
70.500000,23,23469.387755,3591038.931929,3.591039,0.933028,39.983343,31.434913,834.634598
70.500000,24,24489.795918,3529811.769493,3.529812,0.933029,39.977898,31.434913,834.601452
70.500000,25,25510.204082,3468587.314791,3.468587,0.933030,39.983471,31.434913,834.560666
70.500000,26,26530.612245,3407365.493246,3.407365,0.933031,39.977829,31.434913,834.527663
70.500000,27,27551.020408,3346146.333741,3.346146,0.933032,39.983480,31.434913,834.486830
70.500000,28,28571.428571,3284929.854680,3.284930,0.933032,39.977867,31.434913,834.453813
70.500000,29,29591.836735,3223716.006894,3.223716,0.933033,39.983393,31.434913,834.413073
70.500000,30,30612.244898,3162504.880846,3.162505,0.933034,39.977991,31.434913,834.379917
70.500000,31,31632.653061,3101296.362090,3.101296,0.933035,39.983231,31.434913,834.339381
70.500000,32,32653.061224,3040090.593600,3.040091,0.933036,39.978180,31.434913,834.305987
70.500000,33,33673.469388,2978887.407562,2.978887,0.933037,39.983012,31.434913,834.265742
70.500000,34,34693.877551,2917686.985496,2.917687,0.933038,39.978419,31.434913,834.232036
70.500000,35,35714.285714,2856489.121536,2.856489,0.933039,39.982749,31.434913,834.192146
70.500000,36,36734.693878,2795294.028931,2.795294,0.933040,39.978694,31.434913,834.158074
70.500000,37,37755.102041,2734101.479954,2.734101,0.933040,39.982458,31.434913,834.118583
70.500000,38,38775.510204,2672911.712596,2.672912,0.933041,39.978992,31.434913,834.084108
70.500000,39,39795.918367,2611724.486474,2.611724,0.933042,39.982149,31.434913,834.045045
70.500000,40,40816.326531,2550540.052703,2.550540,0.933043,39.979303,31.434913,834.010146
70.500000,41,41836.734694,2489358.162369,2.489358,0.933043,39.981831,31.434913,833.971526
70.500000,42,42857.142857,2428179.069995,2.428179,0.933044,39.979618,31.434913,833.936195
70.500000,43,43877.551020,2367002.525258,2.367003,0.933044,39.981513,31.434913,833.898020
70.500000,44,44897.959184,2305828.782464,2.305829,0.933045,39.979930,31.434913,833.862258
70.500000,45,45918.367347,2244657.597559,2.244658,0.933045,39.981202,31.434913,833.824522
70.500000,46,46938.775510,2183489.219254,2.183489,0.933045,39.980233,31.434913,833.788342
70.500000,47,47959.183673,2122323.412060,2.122323,0.933045,39.980902,31.434913,833.751029
70.500000,48,48979.591837,2061160.413244,2.061160,0.933046,39.980521,31.434913,833.714448
70.500000,49,50000.000000,2000000.000000,2.000000,0.933046,39.980619,31.434913,833.677538
75.500000,0,0.000000,5000000.000000,5.000000,0.933082,40.000000,31.434913,835.473157
75.500000,1,1020.408163,4938711.998242,4.938712,0.933082,39.961318,31.434913,835.463024
75.500000,2,2040.816327,4877424.666865,4.877425,0.933082,39.994890,31.434913,835.402714
75.500000,3,3061.224490,4816141.908667,4.816142,0.933082,39.965979,31.434913,835.385799
75.500000,4,4081.632653,4754860.162717,4.754860,0.933083,39.990642,31.434913,835.331684
75.500000,5,5102.040816,4693582.662948,4.693583,0.933083,39.969833,31.434913,835.309148
75.500000,6,6122.448980,4632306.472962,4.632306,0.933083,39.987147,31.434913,835.260144
75.500000,7,7142.857143,4571034.242124,4.571034,0.933083,39.972985,31.434913,835.232999
75.500000,8,8163.265306,4509763.577433,4.509764,0.933084,39.984307,31.434913,835.188163
75.500000,9,9183.673469,4448496.623699,4.448497,0.933084,39.975529,31.434913,835.157286
75.500000,10,10204.081633,4387231.461355,4.387231,0.933085,39.982033,31.434913,835.115801
75.500000,11,11224.489796,4325969.801087,4.325970,0.933085,39.977546,31.434913,835.081950
75.500000,12,12244.897959,4264710.129899,4.264710,0.933086,39.980245,31.434913,835.043114
75.500000,13,13265.306122,4203453.782898,4.203454,0.933086,39.979113,31.434913,835.006941
75.500000,14,14285.714286,4142199.591863,4.142200,0.933087,39.978874,31.434913,834.970151
75.500000,15,15306.122449,4080948.568855,4.080949,0.933087,39.980296,31.434913,834.932212
75.500000,16,16326.530612,4019699.837404,4.019700,0.933088,39.977857,31.434913,834.896955
75.500000,17,17346.938776,3958454.135911,3.958454,0.933088,39.981154,31.434913,834.857722
75.500000,18,18367.346939,3897210.835415,3.897211,0.933089,39.977138,31.434913,834.823565
75.500000,19,19387.755102,3835970.446443,3.835970,0.933089,39.981739,31.434913,834.783434
75.500000,20,20408.163265,3774732.548960,3.774733,0.933090,39.976668,31.434913,834.750016
75.500000,21,21428.571429,3713497.465265,3.713497,0.933091,39.982097,31.434913,834.709316
75.500000,22,22448.979592,3652264.948961,3.652265,0.933091,39.976404,31.434913,834.676337
75.500000,23,23469.387755,3591035.167944,3.591035,0.933092,39.982270,31.434913,834.635340
75.500000,24,24489.795918,3529808.017773,3.529808,0.933093,39.976307,31.434913,834.602554
75.500000,25,25510.204082,3468583.541137,3.468584,0.933093,39.982292,31.434913,834.561482
75.500000,26,26530.612245,3407361.747643,3.407362,0.933094,39.976344,31.434913,834.528691
75.500000,27,27551.020408,3346142.580332,3.346143,0.933095,39.982195,31.434913,834.487719
75.500000,28,28571.428571,3284926.138855,3.284926,0.933095,39.976487,31.434913,834.454768
75.500000,29,29591.836735,3223712.289150,3.223712,0.933096,39.982006,31.434913,834.414033
75.500000,30,30612.244898,3162501.200446,3.162501,0.933097,39.976710,31.434913,834.380803
75.500000,31,31632.653061,3101292.681200,3.101293,0.933097,39.981748,31.434913,834.340408
75.500000,32,32653.061224,3040086.952462,3.040087,0.933098,39.976991,31.434913,834.306810
75.500000,33,33673.469388,2978883.781610,2.978884,0.933098,39.981440,31.434913,834.266830
75.500000,34,34693.877551,2917683.425570,2.917683,0.933099,39.977313,31.434913,834.232802
75.500000,35,35714.285714,2856485.623370,2.856486,0.933099,39.981101,31.434913,834.193287
75.500000,36,36734.693878,2795290.652654,2.795291,0.933100,39.977659,31.434913,834.158790
75.500000,37,37755.102041,2734098.233565,2.734098,0.933100,39.980744,31.434913,834.119770
75.500000,38,38775.510204,2672908.651753,2.672909,0.933101,39.978017,31.434913,834.084783
75.500000,39,39795.918367,2611721.617993,2.611722,0.933101,39.980381,31.434913,834.046269
75.500000,40,40816.326531,2550537.417993,2.550537,0.933102,39.978375,31.434913,834.010788
75.500000,41,41836.734694,2489355.763927,2.489356,0.933102,39.980022,31.434913,833.972779
75.500000,42,42857.142857,2428176.937577,2.428177,0.933103,39.978725,31.434913,833.936813
75.500000,43,43877.551020,2367000.662439,2.367001,0.933103,39.979675,31.434913,833.899293
75.500000,44,44897.959184,2305827.211811,2.305827,0.933103,39.979060,31.434913,833.862861
75.500000,45,45918.367347,2244656.324583,2.244656,0.933104,39.979346,31.434913,833.825808
75.500000,46,46938.775510,2183488.257684,2.183488,0.933104,39.979374,31.434913,833.788936
75.500000,47,47959.183673,2122322.766796,2.122323,0.933104,39.979041,31.434913,833.752319
75.500000,48,48979.591837,2061160.088441,2.061160,0.933104,39.979662,31.434913,833.715043
75.500000,49,50000.000000,2000000.000000,2.000000,0.933104,39.978762,31.434913,833.678825
80.500000,0,0.000000,5000000.000000,5.000000,0.933115,40.000000,31.434913,835.473157
80.500000,1,1020.408163,4938711.927522,4.938712,0.933115,39.958969,31.434913,835.464655
80.500000,2,2040.816327,4877424.255965,4.877424,0.933115,39.994210,31.434913,835.403185
80.500000,3,3061.224490,4816141.393035,4.816141,0.933115,39.964214,31.434913,835.387025
80.500000,4,4081.632653,4754859.348985,4.754859,0.933115,39.989465,31.434913,835.332501
80.500000,5,5102.040816,4693581.725864,4.693582,0.933115,39.968487,31.434913,835.310083
80.500000,6,6122.448980,4632305.285708,4.632305,0.933115,39.985622,31.434913,835.261203
80.500000,7,7142.857143,4571032.933762,4.571033,0.933115,39.971924,31.434913,835.233735
80.500000,8,8163.265306,4509762.076294,4.509762,0.933115,39.982553,31.434913,835.189379
80.500000,9,9183.673469,4448495.019072,4.448495,0.933116,39.974644,31.434913,835.157899
80.500000,10,10204.081633,4387229.718563,4.387230,0.933116,39.980148,31.434913,835.117109
80.500000,11,11224.489796,4325967.968937,4.325968,0.933116,39.976752,31.434913,835.082501
80.500000,12,12244.897959,4264708.194541,4.264708,0.933116,39.978305,31.434913,835.044460
80.500000,13,13265.306122,4203451.756682,4.203452,0.933117,39.978343,31.434913,835.007475
